Skype;https://soft-file.ru/skype/;9399
Яндекс.Браузер;https://soft-file.ru/yandeks-brauzer/;6307
Google Chrome;https://soft-file.ru/google-chrome/;5385
Аваст антивирус;https://soft-file.ru/avast/;3041
Kaspersky Security Cloud Free 2023;https://soft-file.ru/kaspersky-365-free/;678
Торрент;https://soft-file.ru/torrent/;7994
MediaGet;https://soft-file.ru/mediaget/;363
Adguard;https://soft-file.ru/adguard/;815
Офис для Windows 10;https://soft-file.ru/office-2010/;2645
